4.1.1,ValidCertificatePathTest1EE.crt,DefaultSettings,0
4.1.2,InvalidCASignatureTest2EE.crt,DefaultSettings,25002
4.1.3,InvalidEESignatureTest3EE.crt,DefaultSettings,25002
4.1.4,ValidDSASignaturesTest4EE.crt,DefaultSettings,0
4.1.5,ValidDSAParameterInheritanceTest5EE.crt,DefaultSettings,0
4.1.6,InvalidDSASignatureTest6EE.crt,DefaultSettings,25002
4.10.1.1,ValidPolicyMappingTest1EE.crt,Settings5,0
4.10.1.2,ValidPolicyMappingTest1EE.crt,Settings6,25009
4.10.1.3,ValidPolicyMappingTest1EE.crt,Settings8,25009
4.10.2.1,InvalidPolicyMappingTest2EE.crt,DefaultSettings,25009
4.10.2.2,InvalidPolicyMappingTest2EE.crt,Settings8,25009
4.10.3.1,ValidPolicyMappingTest3EE.crt,Settings5,25009
4.10.3.2,ValidPolicyMappingTest3EE.crt,Settings6,0
4.10.4.1,InvalidPolicyMappingTest4EE.crt,Settings5,25009
4.10.5.1,ValidPolicyMappingTest5EE.crt,Settings5,0
4.10.5.2,ValidPolicyMappingTest5EE.crt,Settings9,25009
4.10.6.1,ValidPolicyMappingTest6EE.crt,Settings5,0
4.10.6.2,ValidPolicyMappingTest6EE.crt,Settings9,25009
4.10.7,InvalidMappingFromanyPolicyTest7EE.crt,DefaultSettings,25009
4.10.8,InvalidMappingToanyPolicyTest8EE.crt,DefaultSettings,25009
4.10.9,ValidPolicyMappingTest9EE.crt,DefaultSettings,0
4.10.10,InvalidPolicyMappingTest10EE.crt,DefaultSettings,25009
4.10.11,ValidPolicyMappingTest11EE.crt,DefaultSettings,0
4.10.12.1,ValidPolicyMappingTest12EE.crt,Settings5,0
4.10.12.2,ValidPolicyMappingTest12EE.crt,Settings6,0
4.10.13,ValidPolicyMappingTest13EE.crt,DefaultSettings,0
4.10.14,ValidPolicyMappingTest14EE.crt,DefaultSettings,0
4.11.1,InvalidinhibitPolicyMappingTest1EE.crt,DefaultSettings,25009
4.11.2,ValidinhibitPolicyMappingTest2EE.crt,DefaultSettings,0
4.11.3,InvalidinhibitPolicyMappingTest3EE.crt,DefaultSettings,25009
4.11.4,ValidinhibitPolicyMappingTest4EE.crt,DefaultSettings,0
4.11.5,InvalidinhibitPolicyMappingTest5EE.crt,DefaultSettings,25009
4.11.6,InvalidinhibitPolicyMappingTest6EE.crt,DefaultSettings,25009
4.11.7,ValidSelfIssuedinhibitPolicyMappingTest7EE.crt,DefaultSettings,0
4.11.8,InvalidSelfIssuedinhibitPolicyMappingTest8EE.crt,DefaultSettings,25009
4.11.9,InvalidSelfIssuedinhibitPolicyMappingTest9EE.crt,DefaultSettings,25009
4.11.10,InvalidSelfIssuedinhibitPolicyMappingTest10EE.crt,DefaultSettings,25009
4.11.11,InvalidSelfIssuedinhibitPolicyMappingTest11EE.crt,DefaultSettings,25009
4.12.1,InvalidinhibitAnyPolicyTest1EE.crt,DefaultSettings,25009
4.12.2,ValidinhibitAnyPolicyTest2EE.crt,DefaultSettings,0
4.12.3.1,inhibitAnyPolicyTest3EE.crt,DefaultSettings,0
4.12.3.2,inhibitAnyPolicyTest3EE.crt,Settings10,25009
4.12.4,InvalidinhibitAnyPolicyTest4EE.crt,DefaultSettings,25009
4.12.5,InvalidinhibitAnyPolicyTest5EE.crt,DefaultSettings,25009
4.12.6,InvalidinhibitAnyPolicyTest6EE.crt,DefaultSettings,25009
4.12.7,ValidSelfIssuedinhibitAnyPolicyTest7EE.crt,DefaultSettings,0
4.12.8,InvalidSelfIssuedinhibitAnyPolicyTest8EE.crt,DefaultSettings,25009
4.12.9,ValidSelfIssuedinhibitAnyPolicyTest9EE.crt,DefaultSettings,0
4.12.10,InvalidSelfIssuedinhibitAnyPolicyTest10EE.crt,DefaultSettings,25009
4.13.1,ValidDNnameConstraintsTest1EE.crt,DefaultSettings,0
4.13.2,InvalidDNnameConstraintsTest2EE.crt,DefaultSettings,25010
4.13.3,InvalidDNnameConstraintsTest3EE.crt,DefaultSettings,25010
4.13.4,ValidDNnameConstraintsTest4EE.crt,DefaultSettings,0
4.13.5,ValidDNnameConstraintsTest5EE.crt,DefaultSettings,0
4.13.6,ValidDNnameConstraintsTest6EE.crt,DefaultSettings,0
4.13.7,InvalidDNnameConstraintsTest7EE.crt,DefaultSettings,25010
4.13.8,InvalidDNnameConstraintsTest8EE.crt,DefaultSettings,25010
4.13.9,InvalidDNnameConstraintsTest9EE.crt,DefaultSettings,25010
4.13.10,InvalidDNnameConstraintsTest10EE.crt,DefaultSettings,25010
4.13.11,ValidDNnameConstraintsTest11EE.crt,DefaultSettings,0
4.13.12,InvalidDNnameConstraintsTest12EE.crt,DefaultSettings,25010
4.13.13,InvalidDNnameConstraintsTest13EE.crt,DefaultSettings,25010
4.13.14,ValidDNnameConstraintsTest14EE.crt,DefaultSettings,0
4.13.15,InvalidDNnameConstraintsTest15EE.crt,DefaultSettings,25010
4.13.16,InvalidDNnameConstraintsTest16EE.crt,DefaultSettings,25010
4.13.17,InvalidDNnameConstraintsTest17EE.crt,DefaultSettings,25010
4.13.18,ValidDNnameConstraintsTest18EE.crt,DefaultSettings,0
4.13.19,ValidDNnameConstraintsTest19EE.crt,DefaultSettings,0
4.13.20,InvalidDNnameConstraintsTest20EE.crt,DefaultSettings,25010
4.13.21,ValidRFC822nameConstraintsTest21EE.crt,DefaultSettings,0
4.13.22,InvalidRFC822nameConstraintsTest22EE.crt,DefaultSettings,25010
4.13.23,ValidRFC822nameConstraintsTest23EE.crt,DefaultSettings,0
4.13.24,InvalidRFC822nameConstraintsTest24EE.crt,DefaultSettings,25010
4.13.25,ValidRFC822nameConstraintsTest25EE.crt,DefaultSettings,0
4.13.26,InvalidRFC822nameConstraintsTest26EE.crt,DefaultSettings,25010
4.13.27,ValidDNandRFC822nameConstraintsTest27EE.crt,DefaultSettings,0
4.13.28,InvalidDNandRFC822nameConstraintsTest28EE.crt,DefaultSettings,25010
4.13.29,InvalidDNandRFC822nameConstraintsTest29EE.crt,DefaultSettings,25010
4.13.30,ValidDNSnameConstraintsTest30EE.crt,DefaultSettings,0
4.13.31,InvalidDNSnameConstraintsTest31EE.crt,DefaultSettings,25010
4.13.32,ValidDNSnameConstraintsTest32EE.crt,DefaultSettings,0
4.13.33,InvalidDNSnameConstraintsTest33EE.crt,DefaultSettings,25010
4.13.34,ValidURInameConstraintsTest34EE.crt,DefaultSettings,0
4.13.35,InvalidURInameConstraintsTest35EE.crt,DefaultSettings,25010
4.13.36,ValidURInameConstraintsTest36EE.crt,DefaultSettings,0
4.13.37,InvalidURInameConstraintsTest37EE.crt,DefaultSettings,25010
4.13.38,InvalidDNSnameConstraintsTest38EE.crt,DefaultSettings,25010
4.14.1,ValiddistributionPointTest1EE.crt,DefaultSettings,0
4.14.2,InvaliddistributionPointTest2EE.crt,DefaultSettings,25024
4.14.3,InvaliddistributionPointTest3EE.crt,DefaultSettings,25025
4.14.4,ValiddistributionPointTest4EE.crt,DefaultSettings,0
4.14.5,ValiddistributionPointTest5EE.crt,DefaultSettings,0
4.14.6,InvaliddistributionPointTest6EE.crt,DefaultSettings,25024
4.14.7,ValiddistributionPointTest7EE.crt,DefaultSettings,0
4.14.8,InvaliddistributionPointTest8EE.crt,DefaultSettings,25025
4.14.9,InvaliddistributionPointTest9EE.crt,DefaultSettings,25025
4.14.10,ValidNoissuingDistributionPointTest10EE.crt,DefaultSettings,0
4.14.11,InvalidonlyContainsUserCertsTest11EE.crt,DefaultSettings,25025
4.14.12,InvalidonlyContainsCACertsTest12EE.crt,DefaultSettings,25025
4.14.13,ValidonlyContainsCACertsTest13EE.crt,DefaultSettings,0
4.14.14,InvalidonlyContainsAttributeCertsTest14EE.crt,DefaultSettings,25025
4.14.15,InvalidonlySomeReasonsTest15EE.crt,DefaultSettings,25024
4.14.16,InvalidonlySomeReasonsTest16EE.crt,DefaultSettings,25026
4.14.17,InvalidonlySomeReasonsTest17EE.crt,DefaultSettings,25025
4.14.18,ValidonlySomeReasonsTest18EE.crt,DefaultSettings,0
4.14.19,ValidonlySomeReasonsTest19EE.crt,DefaultSettings,0
4.14.20,InvalidonlySomeReasonsTest20EE.crt,DefaultSettings,25024
4.14.21,InvalidonlySomeReasonsTest21EE.crt,DefaultSettings,25024
4.14.22,ValidIDPwithindirectCRLTest22EE.crt,DefaultSettings,0
4.14.23,InvalidIDPwithindirectCRLTest23EE.crt,DefaultSettings,25024
4.14.24,ValidIDPwithindirectCRLTest24EE.crt,DefaultSettings,0
4.14.25,ValidIDPwithindirectCRLTest25EE.crt,DefaultSettings,0
4.14.26,InvalidIDPwithindirectCRLTest26EE.crt,DefaultSettings,25029
4.14.27,InvalidcRLIssuerTest27EE.crt,DefaultSettings,25025
4.14.28,ValidcRLIssuerTest28EE.crt,DefaultSettings,0
4.14.29,ValidcRLIssuerTest29EE.crt,DefaultSettings,0
4.14.30,ValidcRLIssuerTest30EE.crt,DefaultSettings,25025
4.14.31,InvalidcRLIssuerTest31EE.crt,DefaultSettings,25024
4.14.32,InvalidcRLIssuerTest32EE.crt,DefaultSettings,25024
4.14.33,ValidcRLIssuerTest33EE.crt,DefaultSettings,0
4.14.34,InvalidcRLIssuerTest34EE.crt,DefaultSettings,25024
4.14.35,InvalidcRLIssuerTest35EE.crt,DefaultSettings,25025
4.15.1,InvaliddeltaCRLIndicatorNoBaseTest1EE.crt,DefaultSettings,25025
4.15.2,ValiddeltaCRLTest2EE.crt,DefaultSettings,0
4.15.3,InvaliddeltaCRLTest3EE.crt,DefaultSettings,25024
4.15.4,InvaliddeltaCRLTest4EE.crt,DefaultSettings,25024
4.15.5,ValiddeltaCRLTest5EE.crt,DefaultSettings,0
4.15.6,InvaliddeltaCRLTest6EE.crt,DefaultSettings,25024
4.15.7,ValiddeltaCRLTest7EE.crt,DefaultSettings,0
4.15.8,ValiddeltaCRLTest8EE.crt,DefaultSettings,0
4.15.9,InvaliddeltaCRLTest9EE.crt,DefaultSettings,25024
4.15.10,InvaliddeltaCRLTest10EE.crt,DefaultSettings,25025
4.16.1,ValidUnknownNotCriticalCertificateExtensionTest1EE.crt,DefaultSettings,0
4.16.2,InvalidUnknownCriticalCertificateExtensionTest2EE.crt,DefaultSettings,25011
4.2.1,InvalidCAnotBeforeDateTest1EE.crt,DefaultSettings,25003
4.2.2,InvalidEEnotBeforeDateTest2EE.crt,DefaultSettings,25003
4.2.3,Validpre2000UTCnotBeforeDateTest3EE.crt,DefaultSettings,0
4.2.4,ValidGeneralizedTimenotBeforeDateTest4EE.crt,DefaultSettings,0
4.2.5,InvalidCAnotAfterDateTest5EE.crt,DefaultSettings,25004
4.2.6,InvalidEEnotAfterDateTest6EE.crt,DefaultSettings,25004
4.2.7,Invalidpre2000UTCEEnotAfterDateTest7EE.crt,DefaultSettings,25004
4.2.8,ValidGeneralizedTimenotAfterDateTest8EE.crt,DefaultSettings,0
4.3.1,InvalidNameChainingTest1EE.crt,DefaultSettings,25001
4.3.2,InvalidNameChainingTest1EE.crt,DefaultSettings,25001
4.3.3,ValidNameChainingWhitespaceTest3EE.crt,DefaultSettings,0
4.3.4,ValidNameChainingWhitespaceTest4EE.crt,DefaultSettings,0
4.3.5,ValidNameChainingCapitalizationTest5EE.crt,DefaultSettings,0
4.3.6,ValidNameUIDsTest6EE.crt,DefaultSettings,0
4.3.7,ValidRFC3280MandatoryAttributeTypesTest7EE.crt,DefaultSettings,0
4.3.8,ValidRFC3280OptionalAttributeTypesTest8EE.crt,DefaultSettings,0
4.3.9,ValidUTF8StringEncodedNamesTest9EE.crt,DefaultSettings,0
4.3.10,ValidRolloverfromPrintableStringtoUTF8StringTest10EE.crt,DefaultSettings,0
4.3.11,ValidUTF8StringCaseInsensitiveMatchTest11EE.crt,DefaultSettings,0
4.4.1,InvalidMissingCRLTest1EE.crt,DefaultSettings,25029
4.4.2,InvalidRevokedCATest2EE.crt,DefaultSettings,25024
4.4.3,InvalidRevokedEETest3EE.crt,DefaultSettings,25024
4.4.4,InvalidBadCRLSignatureTest4EE.crt,DefaultSettings,25025
4.4.5,InvalidBadCRLIssuerNameTest5EE.crt,DefaultSettings,25025
4.4.6,InvalidWrongCRLTest6EE.crt,DefaultSettings,25029
4.4.7,ValidTwoCRLsTest7EE.crt,DefaultSettings,0
4.4.8,InvalidUnknownCRLEntryExtensionTest8EE.crt,DefaultSettings,25025
4.4.9,InvalidUnknownCRLExtensionTest9EE.crt,DefaultSettings,25025
4.4.10,InvalidUnknownCRLExtensionTest10EE.crt,DefaultSettings,25025
4.4.11,InvalidOldCRLnextUpdateTest11EE.crt,DefaultSettings,25025
4.4.12,Invalidpre2000CRLnextUpdateTest12EE.crt,DefaultSettings,25025
4.4.13,ValidGeneralizedTimeCRLnextUpdateTest13EE.crt,DefaultSettings,0
4.4.14,ValidNegativeSerialNumberTest14EE.crt,DefaultSettings,0
4.4.15,InvalidNegativeSerialNumberTest15EE.crt,DefaultSettings,25024
4.4.16,ValidLongSerialNumberTest16EE.crt,DefaultSettings,0
4.4.17,ValidLongSerialNumberTest17EE.crt,DefaultSettings,0
4.4.18,InvalidLongSerialNumberTest18EE.crt,DefaultSettings,25024
4.4.19,ValidSeparateCertificateandCRLKeysTest19EE.crt,DefaultSettings,0
4.4.20,InvalidSeparateCertificateandCRLKeysTest20EE.crt,DefaultSettings,25024
4.4.21,InvalidSeparateCertificateandCRLKeysTest21EE.crt,DefaultSettings,25025
4.5.1,ValidBasicSelfIssuedOldWithNewTest1EE.crt,DefaultSettings,0
4.5.2,InvalidBasicSelfIssuedOldWithNewTest2EE.crt,DefaultSettings,25024
4.5.3,ValidBasicSelfIssuedNewWithOldTest3EE.crt,DefaultSettings,0
4.5.4,ValidBasicSelfIssuedNewWithOldTest4EE.crt,DefaultSettings,0
4.5.5,InvalidBasicSelfIssuedNewWithOldTest5EE.crt,DefaultSettings,25024
4.5.6,ValidBasicSelfIssuedCRLSigningKeyTest6EE.crt,DefaultSettings,0
4.5.7,InvalidBasicSelfIssuedCRLSigningKeyTest7EE.crt,DefaultSettings,25024
4.5.8,InvalidBasicSelfIssuedCRLSigningKeyTest8EE.crt,DefaultSettings,25005
4.6.1,InvalidMissingbasicConstraintsTest1EE.crt,DefaultSettings,25005
4.6.2,InvalidcAFalseTest2EE.crt,DefaultSettings,25006
4.6.3,InvalidcAFalseTest3EE.crt,DefaultSettings,25006
4.6.4,ValidbasicConstraintsNotCriticalTest4EE.crt,DefaultSettings,0
4.6.5,InvalidpathLenConstraintTest5EE.crt,DefaultSettings,25007
4.6.6,InvalidpathLenConstraintTest6EE.crt,DefaultSettings,25007
4.6.7,ValidpathLenConstraintTest7EE.crt,DefaultSettings,0
4.6.8,ValidpathLenConstraintTest8EE.crt,DefaultSettings,0
4.6.9,InvalidpathLenConstraintTest9EE.crt,DefaultSettings,25007
4.6.10,InvalidpathLenConstraintTest10EE.crt,DefaultSettings,25007
4.6.11,InvalidpathLenConstraintTest11EE.crt,DefaultSettings,25007
4.6.12,InvalidpathLenConstraintTest12EE.crt,DefaultSettings,25007
4.6.13,ValidpathLenConstraintTest13EE.crt,DefaultSettings,0
4.6.14,ValidpathLenConstraintTest14EE.crt,DefaultSettings,0
4.6.15,ValidSelfIssuedpathLenConstraintTest15EE.crt,DefaultSettings,0
4.6.16,InvalidSelfIssuedpathLenConstraintTest16EE.crt,DefaultSettings,25007
4.6.17,ValidSelfIssuedpathLenConstraintTest17EE.crt,DefaultSettings,0
4.7.1,InvalidkeyUsageCriticalkeyCertSignFalseTest1EE.crt,DefaultSettings,25008
4.7.2,InvalidkeyUsageNotCriticalkeyCertSignFalseTest2EE.crt,DefaultSettings,25008
4.7.3,ValidkeyUsageNotCriticalTest3EE.crt,DefaultSettings,0
4.7.4,InvalidkeyUsageCriticalcRLSignFalseTest4EE.crt,DefaultSettings,25008
4.7.5,InvalidkeyUsageNotCriticalcRLSignFalseTest5EE.crt,DefaultSettings,25008
4.8.1.1,ValidCertificatePathTest1EE.crt,Settings1,0
4.8.1.2,ValidCertificatePathTest1EE.crt,Settings2,0
4.8.1.3,ValidCertificatePathTest1EE.crt,Settings3,25009
4.8.1.4,ValidCertificatePathTest1EE.crt,Settings4,0
4.8.2.1,AllCertificatesNoPoliciesTest2EE.crt,DefaultSettings,0
4.8.2.2,AllCertificatesNoPoliciesTest2EE.crt,Settings1,25009
4.8.3.1,DifferentPoliciesTest3EE.crt,DefaultSettings,0
4.8.3.2,DifferentPoliciesTest3EE.crt,Settings1,25009
4.8.3.3,DifferentPoliciesTest3EE.crt,Settings4,25009
4.8.4,DifferentPoliciesTest4EE.crt,DefaultSettings,25009
4.8.5,DifferentPoliciesTest5EE.crt,DefaultSettings,25009
4.8.6.1,OverlappingPoliciesTest6EE.crt,DefaultSettings,0
4.8.6.2,OverlappingPoliciesTest6EE.crt,Settings5,0
4.8.6.3,OverlappingPoliciesTest6EE.crt,Settings6,25009
4.8.7,DifferentPoliciesTest7EE.crt,DefaultSettings,25009
4.8.8,DifferentPoliciesTest8EE.crt,DefaultSettings,25009
4.8.9,DifferentPoliciesTest9EE.crt,DefaultSettings,25009
4.8.10.1,AllCertificatesSamePoliciesTest10EE.crt,DefaultSettings,0
4.8.10.2,AllCertificatesSamePoliciesTest10EE.crt,Settings5,0
4.8.10.3,AllCertificatesSamePoliciesTest10EE.crt,Settings6,0
4.8.11.1,AllCertificatesanyPolicyTest11EE.crt,DefaultSettings,0
4.8.11.2,AllCertificatesanyPolicyTest11EE.crt,Settings5,0
4.8.12,DifferentPoliciesTest12EE.crt,DefaultSettings,25009
4.8.13.1,AllCertificatesSamePoliciesTest13EE.crt,Settings5,0
4.8.13.2,AllCertificatesSamePoliciesTest13EE.crt,Settings6,0
4.8.13.3,AllCertificatesSamePoliciesTest13EE.crt,Settings7,0
4.8.14.1,AnyPolicyTest14EE.crt,Settings5,0
4.8.14.2,AnyPolicyTest14EE.crt,Settings6,25009
4.8.15,UserNoticeQualifierTest15EE.crt,DefaultSettings,0
4.8.16,UserNoticeQualifierTest16EE.crt,DefaultSettings,0
4.8.17,UserNoticeQualifierTest17EE.crt,DefaultSettings,0
4.8.18.1,UserNoticeQualifierTest18EE.crt,Settings5,0
4.8.18.2,UserNoticeQualifierTest18EE.crt,Settings6,0
4.8.19,UserNoticeQualifierTest19EE.crt,DefaultSettings,0
4.8.20.1,CPSPointerQualifierTest20EE.crt,DefaultSettings,0
4.8.20.2,CPSPointerQualifierTest20EE.crt,Settings1,0
4.9.1,ValidrequireExplicitPolicyTest1EE.crt,DefaultSettings,0
4.9.2,ValidrequireExplicitPolicyTest2EE.crt,DefaultSettings,0
4.9.3,InvalidrequireExplicitPolicyTest3EE.crt,DefaultSettings,25009
4.9.4,ValidrequireExplicitPolicyTest4EE.crt,DefaultSettings,0
4.9.5,InvalidrequireExplicitPolicyTest5EE.crt,DefaultSettings,25009
4.9.6,ValidSelfIssuedrequireExplicitPolicyTest6EE.crt,DefaultSettings,0
4.9.7,InvalidSelfIssuedrequireExplicitPolicyTest7EE.crt,DefaultSettings,25009
4.9.8,InvalidSelfIssuedrequireExplicitPolicyTest8EE.crt,DefaultSettings,25009
